,Timestamp,Engagement,Emotion,Valence,Arousal,Dominance
0,1700231008.2941186,2.2875870549624513,Deseo,2,1,1
1,1700231018.621483,2.52507091212403,Deseo,2,1,1
2,1700231028.9694066,2.2090837737003426,Deseo,2,1,1
3,1700231039.296959,2.496536714020786,Deseo,2,1,1
4,1700231049.6451726,2.419446335809444,Deseo,2,1,1
5,1700231059.9970415,2.7198257816942135,Deseo,2,1,1
6,1700231070.312093,3.1254856847122667,Deseo,2,1,1
7,1700231080.6593165,4.824322490437456,Deseo,2,1,1
8,1700231091.0462425,3.989549354315696,Deseo,2,1,1
9,1700231101.3798797,4.556273198309964,Admiración,1,1,1
10,1700231111.7231073,4.322380262435772,Deseo,2,1,1
